id,weight
7012232369429343316,2.4009163802978235
17977423037112333066,2.4009163802978235
773037666286638884,2.4009163802978235
4581659020499065095,10.028708133971291
9788442190487526583,1.7945205479452053
18273922468678266995,1.7945205479452053
2573261364583983976,2.4009163802978235
7080768953067538394,2.4009163802978235
13701706385213083370,1.1775280898876404
14305632646141746921,2.4009163802978235
1083835812533094073,1.7945205479452053
10034419136200140977,6.570532915360501
4158578655165217156,1.7945205479452053
7168688696804471384,3.4417077175697863
7039025129510709403,2.4009163802978235
265730827757678812,3.4417077175697863
16044528354313328080,3.4417077175697863
6088173587212979288,2.4009163802978235
6620157225611754664,3.4417077175697863
12793167398015043845,3.4417077175697863
4288955810838243556,3.4417077175697863
6964705143034836330,10.028708133971291
11399718613455284782,1.5155459146782357
9655484227814894919,3.4417077175697863
11791942462951058547,1.7945205479452053
10009215954052239330,10.028708133971291
9796105146028118860,1.7945205479452053
10638559954484901158,2.4009163802978235
8296256720616594904,2.4009163802978235
11120034441708283734,3.4417077175697863
15333601458995638608,3.4417077175697863
2629693746945374402,3.4417077175697863
3414799180722390810,6.570532915360501
62315487069870637,6.570532915360501
1488451198991190491,35.525423728813564
5437616916976059215,2.4009163802978235
16949501897722708449,3.4417077175697863
15585551411098703061,3.4417077175697863
13803264345997616284,3.4417077175697863
11631019614561851921,6.570532915360501
4241537944039545019,1.7945205479452053
1630098300327507960,1.7945205479452053
2930657593158534477,52.4
10420373631994282979,2.4009163802978235
5537075733082245238,3.4417077175697863
14170893943509105009,6.570532915360501
17335762583691295495,6.570532915360501
7096532267840002088,2.4009163802978235
14308881120937701577,1.1775280898876404
14039157920499124766,3.4417077175697863
1751049694890239096,2.4009163802978235
15632628843954495672,2.4009163802978235
3320825693038097939,6.570532915360501
7543333850951118310,52.4
3472651404254455652,6.570532915360501
13553339303743950441,3.4417077175697863
10403069136214306448,6.570532915360501
7170987545195366674,10.028708133971291
7507259976404919318,1.7945205479452053
3281367624645276508,1.5155459146782357
149727257087739003,2.4009163802978235
7909302268987254561,1.7945205479452053
12768445745318463681,10.028708133971291
667297056129017850,2.4009163802978235
9196728957872485899,6.570532915360501
12270081080918730089,1.5155459146782357
17105159711826496736,1.7945205479452053
3300719383746299837,1.7945205479452053
5810819831775078014,3.4417077175697863
10137013040634915218,2.4009163802978235
3811324098199827444,10.028708133971291
8143767864862167301,52.4
851490798994421960,6.570532915360501
2443977389030294725,1.5155459146782357
5312239213277205442,3.4417077175697863
93133942224423665,2.4009163802978235
6395615772569039770,6.570532915360501
1370891130838877883,1.5155459146782357
12897457947012239070,3.4417077175697863
5050095081409705624,6.570532915360501
5634128423762581424,1.5155459146782357
5261385567604642759,3.4417077175697863
7982454112147078053,2.4009163802978235
5586131146599473821,1.5155459146782357
2989656811285712418,1.7945205479452053
6492844895985535960,2.4009163802978235
11308287576737463137,2.4009163802978235
9874620756202172207,1.7945205479452053
17290890399878580977,2.4009163802978235
13541166908856739722,10.028708133971291
4765884561666929805,1.7945205479452053
2831871842964514151,3.4417077175697863
10906041081221340913,3.4417077175697863
1640061290881455486,2.4009163802978235
8838596089287095910,1.5155459146782357
4824853144333213008,2.4009163802978235
2192087222175443480,2.4009163802978235
6466033156322077818,1.1775280898876404
9835255544296372487,3.4417077175697863
3471817784111545369,10.028708133971291
8533789584003329885,2.4009163802978235
4807777792439494368,2.4009163802978235
1677325701678041685,3.4417077175697863
12087558539825308363,35.525423728813564
17347631358345407980,3.4417077175697863
16534761997734504523,1.5155459146782357
15043768931442006468,3.4417077175697863
17425248002674890190,2.4009163802978235
4238828504351731712,2.4009163802978235
3993651850292752630,2.4009163802978235
17859724542129200798,1.5155459146782357
8786105325016016427,3.4417077175697863
1231359265381733123,1.1775280898876404
5462223944711966570,2.4009163802978235
16913038312888980605,1.1775280898876404
2891548365505915190,3.4417077175697863
18328189781108905339,52.4
4913698148193857427,6.570532915360501
3549449991443500958,6.570532915360501
15641646236531906622,3.4417077175697863
9598336090702663540,3.4417077175697863
3627938117124286814,1.7945205479452053
15742639515389762123,10.028708133971291
